NSN,Part Number,Serial Number,Part Name,Status,Is Faulty,Is Due,Home Section,CTK,Location,Quantity,Avail,GSERD,SCA,Info,Comments,Hours,Service 1 Type,Service 1 Freq,Service 1 Last,Service 1 Next,Service 1 Status,Service 1 Provider,Service 1 Section,Service 1 POC,Service 1 Address,Service 1 Ph,Service 1 Publication,Service 1 Hours,Service 2 Type,Service 2 Freq,Service 2 Last,Service 2 Next,Service 2 Status,Service 2 Provider,Service 2 Section,Service 2 POC,Service 2 Address,Service 2 Ph,Service 2 Publication,Service 2 Hours,Service 3 Type,Service 3 Freq,Service 3 Last,Service 3 Next,Service 3 Status,Service 3 Provider,Service 3 Section,Service 3 POC,Service 3 Address,Service 3 Ph,Service 3 Publication,Service 3 Hours,Service 4 Type,Service 4 Freq,Service 4 Last,Service 4 Next,Service 4 Status,Service 4 Provider,Service 4 Section,Service 4 POC,Service 4 Address,Service 4 Ph,Service 4 Publication,Service 4 Hours,Service 5 Type,Service 5 Freq,Service 5 Last,Service 5 Next,Service 5 Status,Service 5 Provider,Service 5 Section,Service 5 POC,Service 5 Address,Service 5 Ph,Service 5 Publication,Service 5 Hours,Service 6 Type,Service 6 Freq,Service 6 Last,Service 6 Next,Service 6 Status,Service 6 Provider,Service 6 Section,Service 6 POC,Service 6 Address,Service 6 Ph,Service 6 Publication,Service 6 Hours,Service 7 Type,Service 7 Freq,Service 7 Last,Service 7 Next,Service 7 Status,Service 7 Provider,Service 7 Section,Service 7 POC,Service 7 Address,Service 7 Ph,Service 7 Publication,Service 7 Hours,Service 8 Type,Service 8 Freq,Service 8 Last,Service 8 Next,Service 8 Status,Service 8 Provider,Service 8 Section,Service 8 POC,Service 8 Address,Service 8 Ph,Service 8 Publication,Service 8 Hours,Service 9 Type,Service 9 Freq,Service 9 Last,Service 9 Next,Service 9 Status,Service 9 Provider,Service 9 Section,Service 9 POC,Service 9 Address,Service 9 Ph,Service 9 Publication,Service 9 Hours,Service 10 Type,Service 10 Freq,Service 10 Last,Service 10 Next,Service 10 Status,Service 10 Provider,Service 10 Section,Service 10 POC,Service 10 Address,Service 10 Ph,Service 10 Publication,Service 10 Hours,Service 11 Type,Service 11 Freq,Service 11 Last,Service 11 Next,Service 11 Status,Service 11 Provider,Service 11 Section,Service 11 POC,Service 11 Address,Service 11 Ph,Service 11 Publication,Service 11 Hours,Service 12 Type,Service 12 Freq,Service 12 Last,Service 12 Next,Service 12 Status,Service 12 Provider,Service 12 Section,Service 12 POC,Service 12 Address,Service 12 Ph,Service 12 Publication,Service 12 Hours,Service 13 Type,Service 13 Freq,Service 13 Last,Service 13 Next,Service 13 Status,Service 13 Location,Service 13 Section,Service 13 POC,Service 13 Address,Service 13 Ph,Service 13 Publication,Service 13 Hours,Service 14 Type,Service 14 Freq,Service 14 Last,Service 14 Next,Service 14 Status,Service 14 Location,Service 14 Section,Service 14 POC,Service 14 Address,Service 14 Ph,Service 14 Publication,Service 14 Hours,Service 15 Type,Service 15 Freq,Service 15 Last,Service 15 Next,Service 15 Status,Service 15 Location,Service 15 Section,Service 15 POC,Service 15 Address,Service 15 Ph,Service 15 Publication,Service 15 Hours,Service 16 Type,Service 16 Freq,Service 16 Last,Service 16 Next,Service 16 Status,Service 16 Location,Service 16 Section,Service 16 POC,Service 16 Address,Service 16 Ph,Service 16 Publication,Service 16 Hours,Service 17 Type,Service 17 Freq,Service 17 Last,Service 17 Next,Service 17 Status,Service 17 Location,Service 17 Section,Service 17 POC,Service 17 Address,Service 17 Ph,Service 17 Publication,Service 17 Hours,Service 18 Type,Service 18 Freq,Service 18 Last,Service 18 Next,Service 18 Status,Service 18 Location,Service 18 Section,Service 18 POC,Service 18 Address,Service 18 Ph,Service 18 Publication,Service 18 Hours,Equipment No,Parent Equipment No,Is Parent,Picture
171263203,940984,575001 (210-596),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,CHECK,,94765068," BS5 / BS14 / BS15 & TR POLICIES ARE OC ONLY.
1AVN - NCR 07-18 - S&TE - DAMR - SN 575001 / 
1AVN - NCR 14-18 - S&TE - DAMR - SN 575001 
1AVN - NCR 21-18 - S&TE - DAMR - SN 575001 BS11 
1AVN - MIER 07-18 - S&TE - DAMR - SN 575001 BS11
Fire Extinguisher S/N: 006573 - shelf date 04/18
particle counter - 991349630",,,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS 1851-2012 - VERSION 2.0,FALSE,BS12,730,10 Sep 19,09 Sep 21,DUE SOON,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,01 May 16,30 Apr 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,09 May 19,08 May 20,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI WORKSHOP E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,BS6,90,07 Feb 20,07 May 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS7,180,28 Jan 20,26 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS8,365,06 Aug 19,05 Aug 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-143,FALSE,CAL,365,20 Aug 19,19 Aug 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,7069-100-7,FALSE,"VEHICLE JACK service
1 AVN 240",365,20 Aug 19,19 Aug 20,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,18 Dec 19,17 Mar 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,08 Mar 16,06 Mar 26,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/06/2014,02 Jun 24,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106975904,,FALSE,
171263203,940984,575002 (210-597),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,CHECK,23,94765068," >>>>>>>> BS7 GREASE KIT LOC H-10F<<<<<<<< BS5 / BS14 / BS15 & TR POLICIES ARE OC ONLY.
1AVN - NCR 08-18 - S&TE - DAMR - SN 575002/ 1AVN - NCR 15-18 - S&TE - DAMR - SN 575002
Fire Extinguisher S/N: 007152 - Shelf date: 04/18
particle counter - 991349630 EMIFIX JACK RAISED 23/01/20",,,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS 1851-2012 - VERSION 2.0,FALSE,BS12,730,26 Sep 18,25 Sep 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"AAP-ARH-ST&E-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,26 Sep 18,25 Sep 22,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"AAP-ARH-ST&E-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,31 May 19,30 May 20,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI Workshop E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,BS6,90,20 Jan 20,19 Apr 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-ST&E-143,FALSE,BS7,180,24 Oct 19,21 Apr 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-ST&E-143,FALSE,BS8,365,24 Oct 19,23 Oct 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,AAP-ARH-S&TE-143,FALSE,CAL,365,24 Oct 19,23 Oct 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,7069-100-7,FALSE,"VEHICLE JACK service
1 AVN 242",365,07 Feb 20,06 Feb 21,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,20 Jan 20,19 Apr 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,08 Mar 16,06 Mar 26,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/02/2016,02 Feb 26,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106975905,,FALSE,
171263203,940984,575003 (210-598),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,CHECK,,94765068," >>>>>>>> BS7 GREASE KIT LOC H-10F<<<<<<<< BS5 / BS14 / BS15  &  TR POLICIES ARE OC ONLY.
PARTICLE COUNTER CHANGED 11//12/18
Fire extinguisher S/N: 014622 - Shelf date: 07/18
particle counter - 991349630   ",  ,,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS 1851-2012 - VERSION 2.0,FALSE,BS12,730,03 Dec 18,02 Dec 20,OVERDUE,1AVN - GSE,Ground Support,,,,"AAP-ARH-S&TE-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,03 Dec 18,02 Dec 22,OK,1AVN - GSE,Ground Support,,,,"AAP-ARH-S&TE-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,31 Jan 20,30 Jan 21,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI Workshop E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,BS6,90,31 Dec 19,30 Mar 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-S&TE-143,FALSE,BS7,180,31 Dec 19,28 Jun 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-S&TE-143,FALSE,BS8,365,31 Dec 19,30 Dec 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,AAP-ARH-S&TE-143,FALSE,CAL,365,31 Dec 19,30 Dec 20,OVERDUE,ADAPTALIFT GSE,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,7069-100-7,FALSE,"VEHICLE JACK service
1 AVN 241",365,07 Feb 20,06 Feb 21,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,07 Feb 20,07 May 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,08 Mar 16,06 Mar 26,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/02/2016,02 Feb 26,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AVN-575003210-598,,FALSE,
171263203,940984,575004 (210-599),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,AVAIL,,94765068," >>>>>>>> BS7 GREASE KIT LOC H-10F<<<<<<<< BS5 / BS14 / BS15 & TR POLICIES ARE OC ONLY.
Fire Exinguisher S/N: 006775 - Shelf Date 04/18
1AVN - NCR 10-18 - S&TE - DAMR - SN 575004 / 
1AVN - NCR 17-18 - S&TE - DAMR - SN 575004 CAL
particle counter - 991349630    ORDER PARTICAL COUNTER FOR BS8 & BS11 & DAMR CONSUMABLES",,,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS 1851-2012 - VERSION 2.0,FALSE,BS12,730,25 Sep 19,24 Sep 21,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,06 Sep 18,05 Sep 22,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,19 May 19,18 May 20,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI Workshop E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,BS6,90,19 Dec 19,18 Mar 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-S&TE-143,FALSE,BS7,180,25 Sep 19,23 Mar 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS8,365,25 Sep 19,24 Sep 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-143,FALSE,CAL,365,25 Sep 19,24 Sep 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,7069-100-7,FALSE,"VEHICLE JACK service
1 AVN 245",365,25 Sep 19,24 Sep 20,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,20 Jan 20,19 Apr 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,06 Sep 18,03 Sep 28,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/05/2016,03 May 26,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106975907,,FALSE,
171263203,940984,575005 (210-600),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,AVAIL,,94765068," >>>>>>>> BS7 GREASE KIT LOC H-10F<<<<<<<< BS5 / BS14 / BS15 & TR POLICIES ARE OC ONLY.
Fire Extinguisher S/N: 014587 - Shelf date: 07/18
JACK DUE 19/12/19
particle counter - 991349630 EMIFIX JACK RAISED 23/01/20",,,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS 1851-2012 - VERSION 2.0,FALSE,BS12,730,06 Sep 19,05 Sep 21,DUE SOON,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,30 Aug 18,29 Aug 22,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,09 May 19,08 May 20,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI WORKSHOP E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,BS6,90,28 Feb 20,28 May 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS7,180,04 Mar 20,31 Aug 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS8,365,06 Sep 19,05 Sep 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-143,FALSE,CAL,365,06 Sep 19,05 Sep 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,7069.100-7,FALSE,"VEHICLE JACK service
1 AVN 246",365,07 Feb 20,06 Feb 21,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,18 Dec 19,17 Mar 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,08 Mar 16,06 Mar 26,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/05/2016,03 May 26,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AVN-575005210-600,,TRUE,
171263203,940984,575006 (210-601),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,CHECK,,94765068,"Item requires BS7 >>>>>>>> BS7 GREASE KIT LOC H-10F<<<<<<<< BS5/ BS7 GREASE KIT IN H-10 F / BS14 / BS15  &  TR POLICIES ARE OC ONLY.
Fire Extinguisher S/N: 007158 - Shelf date 04/18
JACK DUE DEC19
particle counter - 991349630    EMIFIX JACK RAISED 23/01/20","Particle Counter ordered 210120 for March BS9
PO request 20/02/20 RP for BS9 and BS13



",,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS 1851-2012 - VERSION 2.0,FALSE,BS12,730,24 May 18,23 May 20,OVERDUE,1AVN - GSE,Ground Support,,,,"APP-ARH-S&TE-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,08 Mar 16,07 Mar 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,19 Mar 19,18 Mar 20,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI WoRKSHOP E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS 1851-2012 - VERSION 2.0,FALSE,BS6,90,19 Dec 19,18 Mar 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS7,180,12 Sep 19,10 Mar 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,APP-ARH-S&TE-143,FALSE,BS8,365,20 Mar 19,19 Mar 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-143,FALSE,CAL,365,23 May 19,22 May 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,7069.100-7,FALSE,"VEHICLE JACK service
1 AVN 243",365,07 Feb 20,06 Feb 21,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,20 Jan 20,19 Apr 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,08 Mar 16,06 Mar 26,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/05/2016,03 May 26,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106975909,,FALSE,
171263203,940984,575007 (210-602),MFAGE-DAMR,U/S,FALSE,TRUE,161 TST,HGRS,161,1,CHECK,,94765068,">>>>>>>> BS7 GREASE KIT LOC H-10F<<<<<<<< BS5 / BS14 / BS15 & TR POLICIES ARE OC ONLY.
Fire Extinguisher S/N: 014959 - Shelf Date: 07/18
particle counter - 991349630",,,BS-Fire Ext,180,06 Jan 20,04 Jul 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AS1851-2012 - VERSION 2.0,FALSE,BS12,730,24 May 18,23 May 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
2 ELYR OR 2000 ENHR",FALSE,BS13,1460,24 May 18,23 May 22,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,"APP-ARH-S&TE-143
4 ELYR OR 5000 ENHR",FALSE,BS18,365,21 Jun 19,20 Jun 20,OVERDUE,1AVN - GSE,Ground Support,,,,EMEI WORKSHOP E544,FALSE,BS2-Fire Ext,365,06 Jan 20,05 Jan 21,OVERDUE,CONTRACT,CONTRACT,CONTRACT,,,AS1851-2012 - VERSION 2.0,FALSE,TA Fire Ext,1825,01 Jan 19,31 Dec 23,OK,CONTRACT,CONTRACT,CONTRACT,,,AS1851-2012 - VERSION 2.0,FALSE,BS6,90,19 Dec 19,18 Mar 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-S&TE-143,FALSE,BS7,180,19 Dec 19,16 Jun 20,OVERDUE,1AVN - AE,Tool Store,,"Bldg 959 1st Aviation Regiment - Robertson Barracks Palmerston, NT, 0830,",(08) 8925 1389,AAP-ARH-S&TE-143,FALSE,BS8,365,31 May 19,30 May 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,SPP-ARH-S&TE-143,FALSE,CAL,365,18 Jun 19,17 Jun 20,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,IAW 7069-100-7,FALSE,"VEHICLE JACK service
1 AVN 244",365,18 Jun 19,17 Jun 20,OVERDUE,GST,,,,,Raise Emifix for GST to inspect 12 monthly,FALSE,NTI,90,11 Feb 20,11 May 20,OVERDUE,1AVN,,1AVN TOOLSTORE,Bld 959 1st Aviation Regiment Robertson Barracks Palmerston NT 0830,08 8925 1531,GM167,FALSE,TA,3650,08 Mar 16,06 Mar 26,OK,CONTRACT,CONTRACT,CONTRACT,,,ESCM,FALSE,BS Nitrogen Cylinder,3650,5/05/2016,03 May 26,OK,,,,,,,FALSE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106975910,,FALSE,
661577309,OR45D-4-400,237 (REG#208069),GROUND POWER UNIT (GPU),U/S,FALSE,TRUE,162 TST,HGRS,OVER HANG,1,AVAIL,,94765068," RP  OEM: APM; MODEL: G18; NCAGE: ; MATERIAL: 1574053; OWNER: 161
MS1 IS BEFORE USE
MS2 IS AFTER 12 YRS OF SERVICE
MS3 IS HIGH USE CONDITIONS
MS6 IS AT 3000 ENHRS",,,BS,730,28 Feb 19,27 Feb 21,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,FALSE,MS4 - ENHR,500,,500,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,TRUE,MS5 - ENHR,1000,,1000,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,TRUE,MS6 - ENHR,3000,,3000,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,TRUE,MS7,730,28 Feb 19,27 Feb 21,OVERDUE,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,FALSE,MS8,2190,05 Mar 19,03 Mar 25,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,FALSE,OH,4380,31 Jan 13,28 Jan 25,OK,ADAPTALIFT GSE,,ANDREW SZAFRANSKI,To be picked up.,(04) 0811 9560,APP-ARH-S&TE-063,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101509350,,FALSE,
